move_index,move_const,sounds
330,MOVE_MUDDY_WATER,se_m_whirlpool
331,MOVE_BULLET_SEED,
332,MOVE_AERIAL_ACE,se_m_razor_wind2|se_m_razor_wind
333,MOVE_ICICLE_SPEAR,se_m_icy_wind|se_m_horn_attack|se_m_horn_attack|se_m_horn_attack
334,MOVE_IRON_DEFENSE,
335,MOVE_ROCK_POLISH,
336,MOVE_HOWL,
337,MOVE_DRAGON_CLAW,se_m_sacred_fire2
338,MOVE_ICICLE_CRASH,se_m_icy_wind|se_m_horn_attack|se_m_horn_attack|se_m_horn_attack
339,MOVE_BULK_UP,se_m_swagger
340,MOVE_YGGDRAIN,se_m_headbutt
341,MOVE_MUD_SHOT,se_m_whirlpool
342,MOVE_POISON_TAIL,se_m_vital_throw2
343,MOVE_COVET,se_m_charm|se_m_charm|se_m_charm
344,MOVE_WILD_CHARGE,se_m_charge|se_m_thunderbolt|se_m_thunderbolt|se_m_thunderbolt|se_m_thunderbolt|se_m_thunderbolt|se_m_self_destruct|se_m_thunderbolt2
345,MOVE_MAGICAL_LEAF,se_m_razor_wind2|se_m_razor_wind
346,MOVE_COTTON_GUARD,
347,MOVE_CALM_MIND,se_m_supersonic|se_m_supersonic|se_m_supersonic
348,MOVE_LEAF_BLADE,se_m_cut|se_m_cut|se_m_cut|se_m_leer
349,MOVE_DRAGON_DANCE,se_m_teleport|se_m_teleport|se_m_teleport
350,MOVE_ROCK_BLAST,se_m_swagger|se_m_rock_throw
351,MOVE_SHOCK_WAVE,se_m_charge|se_m_tri_attack2
352,MOVE_WATER_PULSE,se_m_bubble3|se_m_bubble3|se_m_giga_drain|se_m_giga_drain|se_m_giga_drain
353,MOVE_DOOM_DESIRE,se_m_psybeam
354,MOVE_NASTY_PLOT,se_m_metronome
355,MOVE_LIGHT_SHOT,se_m_thunderbolt2|se_m_thunderbolt2|se_m_thunderbolt2|se_m_thunder_wave|se_m_thunderbolt2
356,MOVE_ASTRAL_GLEAM,se_m_solar_beam
357,MOVE_RADIANT_STAR,se_m_moonlight|se_m_psybeam
358,MOVE_METEOR,se_m_earthquake|se_m_rock_throw
359,MOVE_ETHERIC_BOON,se_m_moonlight|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team
360,MOVE_AD_NIHILO,se_m_gust|se_m_morning_sun|se_m_gust2
361,MOVE_FINAL_GAMBIT,se_m_headbutt|se_m_vital_throw2
362,MOVE_MIND_BASH,se_m_headbutt|se_m_vital_throw2
363,MOVE_COSMIC_SLASH,se_m_cut
364,MOVE_ENERGY_EDGE,se_m_take_down
365,MOVE__5_RING_SWORD,se_m_swords_dance|se_m_razor_wind|se_m_razor_wind
366,MOVE_SHOGUN_DECOY,se_m_metronome|se_m_swagger2|se_m_swagger2
367,MOVE_CHIME_BOOST,se_m_morning_sun|se_shiny
368,MOVE_SOUL_TRADE,se_m_psybeam|se_m_psybeam|se_m_minimize|se_m_nightmare
369,MOVE_MEGALODIVE,se_m_comet_punch|se_m_mega_kick2
370,MOVE_AZURE_FLOOD,se_m_dragon_rage
371,MOVE_SUCKER_PUNCH,se_m_vital_throw2
372,MOVE_SEALINGLIGHT,se_m_dragon_rage|se_m_solar_beam|se_m_hyper_beam
373,MOVE_CLOSE_COMBAT,se_m_vital_throw2|se_m_vital_throw2|se_m_vital_throw2
374,MOVE_AIR_SLASH,se_m_razor_wind|se_m_razor_wind
375,MOVE_TRIPLE_AXEL,se_m_vital_throw2
376,MOVE_FIRE_FANG,se_m_bite|se_m_fire_punch
377,MOVE_ICE_FANG,se_m_bite
378,MOVE_THUNDER_FANG,se_m_bite|se_m_tri_attack2
379,MOVE_TAIL_SLAP,
380,MOVE_HORN_LEECH,se_m_headbutt
381,MOVE_LIFE_CONTROL,se_m_petal_dance
382,MOVE_STAR_DROP,se_m_reflect|se_m_swift|se_m_swagger|se_m_swagger|se_m_mega_kick2
383,MOVE_TRAILBLAZE,se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_comet_punch
384,MOVE_FLAME_CHARGE,se_m_sacred_fire2|se_m_mega_kick2
385,MOVE_SOLAR_BLADE,se_m_swords_dance|se_m_razor_wind
386,MOVE_FIRST_PRESS,se_m_sketch|0xCB58
387,MOVE_VOLT_SWITCH,se_m_charge|se_m_charge|se_m_charge|se_m_charge|se_m_charge|se_m_charge|se_m_thunderbolt2|se_m_thunder_wave|se_m_thunderbolt2|se_m_baton_pass
388,MOVE_U_TURN,se_m_take_down|se_m_swagger|se_m_vital_throw2|se_m_mega_kick2|se_m_baton_pass
